Test Case 0: predicted = 7; expected = 7; result = true
Test Case 582: predicted = 2; expected = 8; result = false
Test Case 583: predicted = 2; expected = 2; result = true
Test Case 584: predicted = 1; expected = 1; result = true
Test Case 585: predicted = 7; expected = 7; result = true
Test Case 586: predicted = 0; expected = 0; result = true
Test Case 587: predicted = 6; expected = 6; result = true
Test Case 588: predicted = 5; expected = 5; result = true
Test Case 589: predicted = 4; expected = 4; result = true
Test Case 590: predicted = 3; expected = 3; result = true
Test Case 591: predicted = 8; expected = 8; result = true
Test Case 592: predicted = 0; expected = 0; result = true
Test Case 593: predicted = 9; expected = 9; result = true
Test Case 594: predicted = 6; expected = 6; result = true
Test Case 595: predicted = 3; expected = 3; result = true
Test Case 596: predicted = 8; expected = 8; result = true
Test Case 597: predicted = 0; expected = 0; result = true
Test Case 598: predicted = 9; expected = 9; result = true
Test Case 599: predicted = 9; expected = 9; result = true
Test Case 600: predicted = 6; expected = 6; result = true
Test Case 601: predicted = 8; expected = 8; result = true
Test Case 602: predicted = 6; expected = 6; result = true
Test Case 603: predicted = 8; expected = 8; result = true
Test Case 604: predicted = 5; expected = 5; result = true
Test Case 605: predicted = 7; expected = 7; result = true
Test Case 606: predicted = 8; expected = 8; result = true
Test Case 607: predicted = 6; expected = 6; result = true
Test Case 608: predicted = 0; expected = 0; result = true
Test Case 609: predicted = 2; expected = 2; result = true
Test Case 610: predicted = 4; expected = 4; result = true
Test Case 611: predicted = 0; expected = 0; result = true
Test Case 612: predicted = 2; expected = 2; result = true
Test Case 613: predicted = 2; expected = 2; result = true
Test Case 614: predicted = 3; expected = 3; result = true
Test Case 615: predicted = 1; expected = 1; result = true
Test Case 616: predicted = 9; expected = 9; result = true
Test Case 617: predicted = 7; expected = 7; result = true
Test Case 618: predicted = 5; expected = 5; result = true
Test Case 619: predicted = 1; expected = 1; result = true
Test Case 620: predicted = 0; expected = 0; result = true
Test Case 621: predicted = 8; expected = 8; result = true
Test Case 622: predicted = 4; expected = 4; result = true
Test Case 623: predicted = 6; expected = 6; result = true
Test Case 624: predicted = 2; expected = 2; result = true
Test Case 625: predicted = 6; expected = 6; result = true
Test Case 626: predicted = 7; expected = 7; result = true
Test Case 627: predicted = 9; expected = 9; result = true
Test Case 628: predicted = 3; expected = 3; result = true
Test Case 629: predicted = 2; expected = 2; result = true
Test Case 630: predicted = 9; expected = 9; result = true
Test Case 631: predicted = 8; expected = 8; result = true
Test Case 632: predicted = 2; expected = 2; result = true
Test Case 633: predicted = 2; expected = 2; result = true
Test Case 634: predicted = 9; expected = 9; result = true
Test Case 635: predicted = 2; expected = 2; result = true
Test Case 636: predicted = 7; expected = 7; result = true
Test Case 637: predicted = 3; expected = 3; result = true
Test Case 638: predicted = 5; expected = 5; result = true
Test Case 639: predicted = 9; expected = 9; result = true
Test Case 640: predicted = 1; expected = 1; result = true
Test Case 641: predicted = 8; expected = 8; result = true
Test Case 642: predicted = 0; expected = 0; result = true
Test Case 643: predicted = 2; expected = 2; result = true
Test Case 644: predicted = 0; expected = 0; result = true
Test Case 645: predicted = 5; expected = 5; result = true
Test Case 646: predicted = 2; expected = 2; result = true
Test Case 647: predicted = 1; expected = 1; result = true
Test Case 648: predicted = 3; expected = 3; result = true
Test Case 649: predicted = 7; expected = 7; result = true
Test Case 650: predicted = 6; expected = 6; result = true
Test Case 651: predicted = 7; expected = 7; result = true
Test Case 652: predicted = 1; expected = 1; result = true
Test Case 653: predicted = 2; expected = 2; result = true
Test Case 654: predicted = 5; expected = 5; result = true
Test Case 655: predicted = 8; expected = 8; result = true
Test Case 656: predicted = 0; expected = 0; result = true
Test Case 657: predicted = 3; expected = 3; result = true
Test Case 658: predicted = 7; expected = 7; result = true
Test Case 659: predicted = 1; expected = 2; result = false
Test Case 660: predicted = 4; expected = 4; result = true
Test Case 661: predicted = 0; expected = 0; result = true
Test Case 662: predicted = 9; expected = 9; result = true
Test Case 663: predicted = 1; expected = 1; result = true
Test Case 664: predicted = 8; expected = 8; result = true
Test Case 665: predicted = 6; expected = 6; result = true
Test Case 666: predicted = 7; expected = 7; result = true
Test Case 667: predicted = 7; expected = 7; result = true
Test Case 668: predicted = 4; expected = 4; result = true
Test Case 669: predicted = 3; expected = 3; result = true
Test Case 670: predicted = 4; expected = 4; result = true
Test Case 671: predicted = 9; expected = 9; result = true
Test Case 672: predicted = 1; expected = 1; result = true
Test Case 673: predicted = 9; expected = 9; result = true
Test Case 674: predicted = 5; expected = 5; result = true
Test Case 675: predicted = 1; expected = 1; result = true
Test Case 676: predicted = 7; expected = 7; result = true
Test Case 677: predicted = 3; expected = 3; result = true
Test Case 678: predicted = 9; expected = 9; result = true
Test Case 679: predicted = 7; expected = 7; result = true
Test Case 680: predicted = 6; expected = 6; result = true
Test Case 681: predicted = 9; expected = 9; result = true
Test Case 682: predicted = 1; expected = 1; result = true
Test Case 683: predicted = 3; expected = 3; result = true
Test Case 684: predicted = 3; expected = 7; result = false
Test Case 685: predicted = 8; expected = 8; result = true
Test Case 686: predicted = 3; expected = 3; result = true
Test Case 687: predicted = 3; expected = 3; result = true
Test Case 688: predicted = 6; expected = 6; result = true
Test Case 689: predicted = 7; expected = 7; result = true
Test Case 690: predicted = 2; expected = 2; result = true
Test Case 691: predicted = 8; expected = 8; result = true
Test Case 692: predicted = 5; expected = 5; result = true
Test Case 693: predicted = 8; expected = 8; result = true
Test Case 694: predicted = 5; expected = 5; result = true
Test Case 695: predicted = 1; expected = 1; result = true
Test Case 696: predicted = 1; expected = 1; result = true
Test Case 697: predicted = 4; expected = 4; result = true
Test Case 698: predicted = 4; expected = 4; result = true
Test Case 699: predicted = 3; expected = 3; result = true
Test Case 700: predicted = 1; expected = 1; result = true
Test Case 701: predicted = 0; expected = 0; result = true
Test Case 702: predicted = 7; expected = 7; result = true
Test Case 703: predicted = 7; expected = 7; result = true
Test Case 704: predicted = 0; expected = 0; result = true
Test Case 705: predicted = 7; expected = 7; result = true
Test Case 706: predicted = 9; expected = 9; result = true
Test Case 707: predicted = 4; expected = 4; result = true
Test Case 708: predicted = 4; expected = 4; result = true
Test Case 709: predicted = 8; expected = 8; result = true
Test Case 710: predicted = 5; expected = 5; result = true
Test Case 711: predicted = 5; expected = 5; result = true
Test Case 712: predicted = 4; expected = 4; result = true
Test Case 713: predicted = 0; expected = 0; result = true
Test Case 714: predicted = 8; expected = 8; result = true
Test Case 715: predicted = 2; expected = 2; result = true
Test Case 716: predicted = 1; expected = 1; result = true
Test Case 717: predicted = 5; expected = 0; result = false
Test Case 718: predicted = 8; expected = 8; result = true
Test Case 719: predicted = 4; expected = 4; result = true
Test Case 720: predicted = 5; expected = 5; result = true
Test Case 721: predicted = 0; expected = 0; result = true
Test Case 722: predicted = 4; expected = 4; result = true
Test Case 723: predicted = 0; expected = 0; result = true
Test Case 724: predicted = 6; expected = 6; result = true
Test Case 725: predicted = 1; expected = 1; result = true
Test Case 726: predicted = 5; expected = 7; result = false
Test Case 727: predicted = 3; expected = 3; result = true
Test Case 728: predicted = 2; expected = 2; result = true
Test Case 729: predicted = 6; expected = 6; result = true
Test Case 730: predicted = 7; expected = 7; result = true
Test Case 731: predicted = 2; expected = 2; result = true
Test Case 732: predicted = 6; expected = 6; result = true
Test Case 733: predicted = 9; expected = 9; result = true
Test Case 734: predicted = 3; expected = 3; result = true
Test Case 735: predicted = 1; expected = 1; result = true
Test Case 736: predicted = 4; expected = 4; result = true
Test Case 737: predicted = 6; expected = 6; result = true
Test Case 738: predicted = 2; expected = 2; result = true
Test Case 739: predicted = 5; expected = 5; result = true
Test Case 740: predicted = 9; expected = 4; result = false
Test Case 741: predicted = 2; expected = 2; result = true
Test Case 742: predicted = 0; expected = 0; result = true
Test Case 743: predicted = 6; expected = 6; result = true
Test Case 744: predicted = 2; expected = 2; result = true
Test Case 745: predicted = 1; expected = 1; result = true
Test Case 746: predicted = 7; expected = 7; result = true
Test Case 747: predicted = 3; expected = 3; result = true
Test Case 748: predicted = 4; expected = 4; result = true
Test Case 749: predicted = 1; expected = 1; result = true
Test Case 750: predicted = 0; expected = 0; result = true
Test Case 751: predicted = 5; expected = 5; result = true
Test Case 752: predicted = 4; expected = 4; result = true
Test Case 753: predicted = 3; expected = 3; result = true
Test Case 754: predicted = 1; expected = 1; result = true
Test Case 755: predicted = 1; expected = 1; result = true
Test Case 756: predicted = 7; expected = 7; result = true
Test Case 757: predicted = 4; expected = 4; result = true
Test Case 758: predicted = 9; expected = 9; result = true
Test Case 759: predicted = 9; expected = 9; result = true
Test Case 760: predicted = 4; expected = 4; result = true
Test Case 761: predicted = 8; expected = 8; result = true
Test Case 762: predicted = 4; expected = 4; result = true
Test Case 763: predicted = 0; expected = 0; result = true
Test Case 764: predicted = 2; expected = 2; result = true
Test Case 765: predicted = 4; expected = 4; result = true
Test Case 766: predicted = 5; expected = 5; result = true
Test Case 767: predicted = 1; expected = 1; result = true
Test Case 768: predicted = 1; expected = 1; result = true
Test Case 769: predicted = 6; expected = 6; result = true
Test Case 770: predicted = 4; expected = 4; result = true
Test Case 771: predicted = 7; expected = 7; result = true
Test Case 772: predicted = 1; expected = 1; result = true
Test Case 773: predicted = 9; expected = 9; result = true
Test Case 774: predicted = 4; expected = 4; result = true
Test Case 775: predicted = 2; expected = 2; result = true
Test Case 776: predicted = 4; expected = 4; result = true
Test Case 777: predicted = 1; expected = 1; result = true
